제품명,Codex 분류 메모,Figma 노출 순서,Figma 반영 상태,SERKAN Code,검수 상태,공식 링크,등록일,분류 확신도,브랜드,세르칸핏,연결 섹션 코드,이미지 상태,제품 사진,제품군,추천 대상,추천 이유 한 줄,카테고리,태그,트렌드 근거,협찬 가능성
스킨1004 마다가스카르 센텔라 히알루-시카 워터핏 선세럼,,,,SR26-SK-SS-P104,검수 필요,https://skin1004.com,2026년 5월 30일 오후 2:20,,SKIN1004,5,,누끼/단독컷 있음,https://luxiface.com/cdn/shop/files/skin1004-madagascar-centella-hyalu-cica-water-fit-sun-serum-3-size-42.png,선케어,,,피부관리,,훅: 민감피부용 세럼 선크림 / 문제: 자극 후 선크림을 바르면 따갑고 답답함 / 각도: 센텔라 진정 이미지를 앞세운 데일리 SPF / 근거: 스킨1004는 센텔라·히알루시카 라인으로 글로벌 K-뷰티 선케어 수요가 큼 / 포지션: 피부타입특화 / 대상: 민감·홍조 남성 / 연결: SR26-SK-SS-M1 선크림 루틴,보통
메이크프렘 세이프 미 릴리프 모이스처 클렌징 폼,,,,SR26-SK-CL-P104,검수 필요,https://makeprem.com,2026년 5월 30일 오후 2:20,,make p:rem,4,,누끼/단독컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0011/A00000011367039ko.jpg?l=ko,클렌징,,,피부관리,,훅: 당김 적은 약산성 폼클렌저 / 문제: 세안 후 얼굴이 뽀드득하면 장벽이 쉽게 무너짐 / 각도: 남성 세안 강도 낮추기 슬롯 / 근거: 메이크프렘 세이프미 라인은 민감·약산성 클렌징 포지션이 명확함 / 포지션: 피부타입특화 / 대상: 세안 후 당김 있는 남성 / 연결: SR26-SK-CL-M1 세안/클렌징 루틴,보통
에스네이처 아쿠아 스쿠알란 클렌징 오일,,,,SR26-SK-CL-P108,검수 필요,https://snature.co.kr,2026년 5월 30일 오후 2:20,,S.Nature,4,,일반 제품컷 있음,https://m.snature.co.kr/web/product/medium/202511/c1b980d78e3d03ef7f9feeff4c20454d.jpg,클렌징,,,피부관리,,훅: 가벼운 스쿠알란 오일 클렌징 / 문제: 클렌징오일이 무겁고 미끌거린다는 선입견 / 각도: 산뜻한 첫 세안 입문 슬롯 / 근거: 에스네이처는 수분·스쿠알란 키워드로 민감한 클렌징 수요와 맞음 / 포지션: 입문자 / 대상: 오일 클렌징이 처음인 남성 / 연결: SR26-SK-CL-M1 세안/클렌징 루틴,높음
아누아 어성초 포어 컨트롤 클렌징 오일,,,,SR26-SK-CL-P103,검수 필요,https://anuashop.com,2026년 5월 30일 오후 2:20,,Anua,5,,누끼/단독컷 있음,https://www.eyurs.com/cdn/shop/files/anua-heartleaf-pore-control-cleansing-oil-200ml.webp?v=1722254846&width=1080,클렌징,,,피부관리,,훅: 어성초로 묶는 모공 클렌징 / 문제: 코 피지와 선크림 잔여감이 동시에 남음 / 각도: 진정 키워드가 있는 클렌징오일 슬롯 / 근거: 아누아 어성초 라인은 국내외 SNS와 드럭스토어에서 반복 노출되는 진정 트렌드 / 포지션: 피부타입특화 / 대상: 지성·모공 고민 남성 / 연결: SR26-SK-CL-M1 세안/클렌징 루틴,높음
마녀공장 퓨어 클렌징 오일,,,,SR26-SK-CL-P101,검수 필요,https://manyocosmetics.com,2026년 5월 30일 오후 2:20,,ma:nyo,5,,누끼/단독컷 있음,https://img.danuri.io/catalog-image/799/264/011/d16dad9ea689420389b2b7a925bbfe2f.jpg,클렌징,,,피부관리,,훅: 선크림까지 지우는 첫 클렌징 / 문제: 남성은 자외선차단제 잔여감과 블랙헤드를 한 번에 방치함 / 각도: 오일 클렌징 입문 슬롯 / 근거: 마녀공장 클렌징오일은 국내외 K-뷰티 클렌징 대표 스테디셀러 / 포지션: 입문자 / 대상: 선크림 매일 바르는 남성 / 연결: SR26-SK-CL-M1 세안/클렌징 루틴,보통
셀퓨전씨 레이저 선스크린 100,,,,SR26-SK-SS-P105,검수 필요,https://cellfusionc.co.kr,2026년 5월 30일 오후 2:20,,Cell Fusion C,4,,누끼/단독컷 있음,https://img.danuri.io/catalog-image/071/522/012/988a769e7c8c4d898ea1edaf741bc5ea.jpg?_v=20260601080515&shrink=330%3A%2A,선케어,,,피부관리,,훅: 피부과 선크림 느낌의 기본템 / 문제: 시술 후나 예민한 날 선크림 선택이 어려움 / 각도: 피부과 채널 인지도 기반 안정형 선케어 / 근거: 셀퓨전씨 레이저 선스크린은 국내 더마 선케어의 대표 스테디셀러 / 포지션: 투자 / 대상: 피부과 관리 병행 남성 / 연결: SR26-SK-SS-M1 선크림 루틴,보통
브링그린 티트리 시카 트러블 클렌징 폼,,,,SR26-SK-CL-P106,검수 필요,https://bringgreen.co.kr,2026년 5월 30일 오후 2:20,,Bring Green,3,,누끼/단독컷 있음,https://d1flfk77wl2xk4.cloudfront.net/Assets/40/746/XXL_p0159574640.jpg,클렌징,,,피부관리,,훅: 트러블 피부용 티트리 세안 / 문제: 피지 많은 피부는 세안 후에도 번들거림이 빨리 돌아옴 / 각도: 운동 후·퇴근 후 2차 세안 슬롯 / 근거: 브링그린 티트리 시카 라인은 국내 드럭스토어 진정·트러블 카테고리 인지도가 높음 / 포지션: 가성비 / 대상: 땀과 피지가 많은 남성 / 연결: SR26-SK-CL-M1 세안/클렌징 루틴,높음
이즈앤트리 히알루론산 워터리 선젤,,,,SR26-SK-SS-P102,검수 필요,https://isntree.com,2026년 5월 30일 오후 2:20,,Isntree,5,,누끼/단독컷 있음,https://www.masksheets.com/cdn/shop/products/isntree-watery-sun-gel_compact.jpg?v=1762467882,선케어,,,피부관리,,훅: 건조한 피부용 물광 선젤 / 문제: 선크림 뒤 당김과 각질 부각 / 각도: 히알루론산 수분감으로 아침 보습 단계를 줄이는 선케어 / 근거: 수분 선젤 카테고리에서 장기 회자되는 K-뷰티 스테디셀러 / 포지션: 피부타입특화 / 대상: 건성·속건조 남성 / 연결: SR26-SK-SS-M1 선크림 루틴,보통
넘버즈인 1번 맑은 필터 선에센스,,,,SR26-SK-SS-P111,검수 필요,https://numbuzin.com,2026년 5월 30일 오후 2:20,,numbuzin,4,,일반 제품컷 있음,https://ecimg.cafe24img.com/pg1613b12558170092/numbuzin0828/web/product/big/20251029/0e3473444dcb2afc55b82b17e22f7558.jpg,선케어,,,피부관리,,훅: 투명하게 마무리되는 필터 선에센스 / 문제: 선크림 백탁이 수염·눈썹에 끼임 / 각도: 남성 얼굴 잔털에도 티 덜 나는 SPF / 근거: 넘버즈인은 번호형 제품명과 후기 기반 큐레이션에 강해 루틴 카드화가 쉬움 / 포지션: 밸런스 / 대상: 백탁 민감 남성 / 연결: SR26-SK-SS-M1 선크림 루틴,높음
닥터슈라클 히알 리유스 모이스트 선크림,,,,SR26-SK-SS-P112,검수 필요,https://drceuracle.com,2026년 5월 30일 오후 2:20,,Dr.Ceuracle,4,,누끼/단독컷 있음,https://www.skincupid.us/cdn/shop/files/Dr.Ceuracle-Moist_Sun.jpg?v=1773318454&width=150,선케어,,,피부관리,,훅: 수분 에센스처럼 바르는 선케어 / 문제: 보습제와 선크림을 겹치면 무거움 / 각도: 아침 루틴 단축형 수분 SPF / 근거: 닥터슈라클은 더마·수분 라인 중심으로 민감피부 선호도가 있음 / 포지션: 피부타입특화 / 대상: 속건조와 번들거림이 함께 있는 남성 / 연결: SR26-SK-SS-M1 선크림 루틴,보통
헤라 UV 프로텍터 톤업 선크림,,,,SR26-SK-SS-P108,검수 필요,https://www.hera.com,2026년 5월 30일 오후 2:20,,HERA,4,,누끼/단독컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0024/A00000024856031ko.jpg?l=ko,선케어,,,피부관리,,훅: 출근 전 안색 보정 선케어 / 문제: 파운데이션 없이 피부톤만 정리하고 싶음 / 각도: 프리미엄 톤업 선베이스 슬롯 / 근거: 헤라는 국내 베이스 메이크업 신뢰도가 높아 남성 톤업 입문에도 설득력 있음 / 포지션: 투자 / 대상: 깔끔한 비즈니스 인상 관리층 / 연결: SR26-SK-MK-M1 자연스러운 남성 메이크업 루틴,낮음
아비브 퀵 선스틱 프로텍션 바,,,,SR26-SK-SS-P103,검수 필요,https://abib.com,2026년 5월 30일 오후 2:20,,Abib,4,,누끼/단독컷 있음,https://en.abib.com/cdn/shop/files/PB_OTC_daf04cc7-4217-446a-bd27-93424a3b9cd6.jpg?v=1779862987&width=300,선케어,,,피부관리,,훅: 손에 묻히지 않는 출근길 선스틱 / 문제: 외출 중 선크림 덧바르기 귀찮음 / 각도: 가방·차량에 두는 리터치 슬롯 / 근거: 아비브는 선스틱과 진정 라인 인지도가 높아 남성 휴대 루틴에 맞음 / 포지션: 입문자 / 대상: 외근·운전 많은 남성 / 연결: SR26-SK-SS-M1 선크림 루틴,보통
AHC 내추럴 퍼펙션 프레쉬 선스틱,,,,SR26-SK-SS-P107,검수 필요,https://ahc.co.kr,2026년 5월 30일 오후 2:20,,AHC,3,,일반 제품컷 있음,https://sitem.ssgcdn.com/91/91/73/item/1000404739191_i1_1200.jpg,선케어,,,피부관리,,훅: 가족 공용으로 쓰기 쉬운 선스틱 / 문제: 덧바름 제품을 따로 고르기 번거로움 / 각도: 집·차·골프백에 두는 대중형 SPF / 근거: AHC 선스틱은 홈쇼핑·드럭스토어 기반 대중 인지도가 큼 / 포지션: 가성비 / 대상: 야외활동 많은 남성 / 연결: SR26-SK-SS-M1 선크림 루틴,보통
가히 아쿠아밤 선스틱,,,,SR26-SK-SS-P110,검수 필요,https://kahi.co.kr,2026년 5월 30일 오후 2:20,,KAHI,3,,누끼/단독컷 있음,https://static.coupangcdn.com/image/vendor_inventory/d41b/46bae8b664200e038e568233988e4cf0a66451f5b5e8b5b30823eb3e6ec6.jpg,선케어,,,피부관리,,훅: 건조한 날 덧바르는 밤 타입 SPF / 문제: 선스틱은 편하지만 오후 피부가 메마름 / 각도: 보습 밤 감각의 휴대용 선케어 / 근거: 가히는 멀티밤 포맷으로 휴대·리터치 제품 인지가 높음 / 포지션: 입문자 / 대상: 사무실 건조감을 느끼는 남성 / 연결: SR26-SK-SS-M1 선크림 루틴,보통
달바 워터풀 톤업 선크림,,,,SR26-SK-SS-P106,검수 필요,https://dalba.com,2026년 5월 30일 오후 2:20,,d'Alba,4,,누끼/단독컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0025/A00000025538605ko.png?l=ko,선케어,,,피부관리,,훅: 칙칙함을 살짝 올리는 톤업 선크림 / 문제: 생얼이 피곤해 보이지만 메이크업은 부담 / 각도: 선케어와 자연 보정 사이의 남성 베이스 슬롯 / 근거: 달바는 톤업·광채 선케어로 국내 커머스 노출이 높음 / 포지션: 밸런스 / 대상: 화사함이 필요한 직장인 남성 / 연결: SR26-SK-MK-M1 자연스러운 남성 메이크업 루틴,높음
비플레인 녹두 클렌징 오일,,,,SR26-SK-CL-P102,검수 필요,https://beplain.co.kr,2026년 5월 30일 오후 2:20,,beplain,4,,누끼/단독컷 있음,https://img.danuri.io/catalog-image/749/220/071/a5e3d872a61f487cb8bb668b23b2725d.jpg?_v=20260531052217&shrink=330%3A%2A,클렌징,,,피부관리,,훅: 순한 오일 클렌징으로 모공 관리 시작 / 문제: 피지는 쌓이는데 강한 세안은 건조함을 남김 / 각도: 저자극 오일+젤폼 조합의 첫 단계 / 근거: 비플레인은 녹두 클렌징 라인으로 클린뷰티·민감피부 수요와 맞음 / 포지션: 밸런스 / 대상: 피지와 건조를 같이 느끼는 남성 / 연결: SR26-SK-CL-M1 세안/클렌징 루틴,높음
믹순 콩 크림,,,,SR26-SK-BR-P102,검수 필요,https://mixsoon.us,2026년 5월 30일 오후 2:22,,mixsoon,4,,누끼/단독컷 있음,https://m.mixsoon.co.kr/web/product/big/202601/1b296d0b2d4b6a102ef234813c5dfff1.jpg,장벽케어,,,피부관리,,훅: 끈적임 적은 콩 크림 보습 / 문제: 보습은 필요하지만 무거운 크림은 싫음 / 각도: 산뜻한 장벽 크림 후보 / 근거: 믹순은 원료 중심 미니멀 스킨케어와 콩 라인으로 SNS 노출이 큼 / 포지션: 밸런스 / 대상: 유분 부담 있는 남성 / 연결: SR26-SK-BR-M1 장벽/보습 루틴,높음
메디큐브 제로 모공 패드,,,,SR26-SK-SA-P105,검수 필요,https://themedicube.co.kr,2026년 5월 30일 오후 2:22,,medicube,4,,누끼/단독컷 있음,https://www.kurlyglobal.com/cdn/shop/files/f52c7323-9af8-4ccf-9fdb-c1a89b5175d1.jpg?v=1752686563,슬로우에이징,,,피부관리,,훅: 코 피지와 모공을 닦아내는 패드 / 문제: 세안만으로는 모공 주변 거칠음이 남음 / 각도: 주 2~3회 피지 정리 슬롯 / 근거: 메디큐브는 모공·디바이스·패드 카테고리에서 남성 타깃 확장성이 큼 / 포지션: 밸런스 / 대상: 코 피지·모공 고민 남성 / 연결: SR26-SK-BR-M1 장벽/보습 루틴,높음
구달 청귤 비타C 잡티 세럼,,,,SR26-SK-SA-P101,검수 필요,https://www.goodal.co.kr,2026년 5월 30일 오후 2:22,,Goodal,4,,일반 제품컷 있음,https://sitem.ssgcdn.com/77/07/21/item/1000441210777_i1_1100.jpg,슬로우에이징,,,피부관리,,훅: 칙칙한 피부에 비타민C 입문 / 문제: 잡티와 피로한 안색이 한 번에 늙어 보이게 함 / 각도: 자극 낮은 브라이트닝 세럼 슬롯 / 근거: 구달 청귤 비타C 라인은 국내 드럭스토어 대표 미백·잡티 케어 라인 / 포지션: 입문자 / 대상: 칙칙한 안색 남성 / 연결: SR26-SK-BR-M1 장벽/보습 루틴,높음
아토팜 MLE 크림,,,,SR26-SK-BR-P108,검수 필요,https://www.atopalm.com,2026년 5월 30일 오후 2:22,,Atopalm,4,,누끼/단독컷 있음,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0000/A00000000978717ko.jpg?l=ko,장벽케어,,,피부관리,,훅: 건조한 계절의 MLE 장벽 크림 / 문제: 겨울·환절기엔 로션만으로 버티기 어려움 / 각도: 환절기 보습 강화 슬롯 / 근거: 아토팜은 국내 민감·건조 보습 카테고리에서 가족형 신뢰가 높음 / 포지션: 밸런스 / 대상: 환절기 각질 남성 / 연결: SR26-SK-BR-M1 장벽/보습 루틴,보통
라네즈 크림스킨 세라펩타이드 리파이너,,,,SR26-SK-BR-P111,검수 필요,https://www.laneige.com,2026년 5월 30일 오후 2:22,,Laneige,4,,일반 제품컷 있음,https://stories.amorepacific.com/wp-content/uploads/contents/fed03baa-12fd-4bea-bd41-306829650e04.png,장벽케어,,,피부관리,,훅: 스킨 하나로 보습감 올리기 / 문제: 여러 단계 바르는 루틴은 오래 못 감 / 각도: 토너와 로션 사이의 단축 보습 슬롯 / 근거: 라네즈 크림스킨은 글로벌 K-뷰티 보습 토너 대표 제품군으로 인지도가 높음 / 포지션: 입문자 / 대상: 루틴을 줄이고 싶은 남성 / 연결: SR26-SK-BR-M1 장벽/보습 루틴,낮음
피지오겔 데일리 모이스처 테라피 크림,,,,SR26-SK-BR-P106,검수 필요,https://www.physiogel.co.kr,2026년 5월 30일 오후 2:22,,Physiogel,4,,누끼/단독컷 있음,https://sitem.ssgcdn.com/96/72/02/item/1000618027296_i1_1200.jpg,장벽케어,,,피부관리,,훅: 가족 공용 장벽 보습 크림 / 문제: 보습제를 고를 때 성분보다 실패 없는 기본이 필요 / 각도: 집에 하나 두는 무향 보습제 / 근거: 피지오겔은 국내 장벽 보습 카테고리에서 장기 신뢰를 가진 더마 브랜드 / 포지션: 밸런스 / 대상: 건성·민감 남성 / 연결: SR26-SK-BR-M1 장벽/보습 루틴,낮음
큐렐 인텐시브 모이스처 크림,,,,SR26-SK-BR-P107,검수 필요,https://www.kao.com/kr/curel/,2026년 5월 30일 오후 2:22,,Curel,4,,누끼/단독컷 있음,https://cdn.shopify.com/s/files/1/0639/9292/2365/files/Frame20323.jpg?v=1696603190,장벽케어,,,피부관리,,훅: 세라마이드 케어의 조용한 기본템 / 문제: 민감 피부는 향과 활성 성분이 부담 / 각도: 자극 적은 보습 크림 슬롯 / 근거: 큐렐은 세라마이드 기능성 보습 이미지가 강하고 한국 내 구매 접근성이 있음 / 포지션: 피부타입특화 / 대상: 초민감·건조 남성 / 연결: SR26-SK-BR-M1 장벽/보습 루틴,낮음
티르티르 밀크 스킨 토너,,,,SR26-SK-SA-P106,검수 필요,https://tirtir.co.kr,2026년 5월 30일 오후 2:22,,TIRTIR,3,,누끼/단독컷 있음,https://sitem.ssgcdn.com/55/66/47/item/1000558476655_i1_1200.jpg,슬로우에이징,,,피부관리,,훅: 피부결을 부드럽게 보이는 밀크 토너 / 문제: 건조와 칙칙함이 같이 오면 피부가 거칠어 보임 / 각도: 보습 토너와 광채 베이스 사이 슬롯 / 근거: 티르티르는 쿠션과 스킨케어 모두 SNS 노출이 높아 확장 큐레이션에 적합 / 포지션: 입문자 / 대상: 피부결 정리가 필요한 남성 / 연결: SR26-SK-BR-M1 장벽/보습 루틴,높음
퓨리토 서울 원더 릴리프 센텔라 크림,,,,SR26-SK-BR-P101,검수 필요,https://purito.com,2026년 5월 30일 오후 2:22,,Purito Seoul,5,,누끼/단독컷 있음,https://dn5hzapyfrpio.cloudfront.net/product/23b/23b440c0-d9f3-11ee-a82c-31a3f50cdab4.jpeg,장벽케어,,,피부관리,,훅: 붉어진 피부를 잠재우는 시카 크림 / 문제: 면도·마스크 후 피부가 쉽게 예민해짐 / 각도: 장벽 회복 루틴의 진정 크림 슬롯 / 근거: 퓨리토는 센텔라·저자극 K-뷰티로 민감피부 소비자에게 인지도가 높음 / 포지션: 피부타입특화 / 대상: 면도 후 붉어지는 남성 / 연결: SR26-SK-BR-M1 장벽/보습 루틴,높음
CNP 프로폴리스 에너지 앰플,,,,SR26-SK-SA-P103,검수 필요,https://www.cnpmall.com,2026년 5월 30일 오후 2:22,,CNP Laboratory,4,,일반 제품컷 있음,https://sitem.ssgcdn.com/24/06/96/item/1000528960624_i1_1200.jpg,슬로우에이징,,,피부관리,,훅: 푸석한 얼굴에 광채 앰플 / 문제: 보습만 해도 얼굴이 생기 없어 보임 / 각도: 피곤한 인상 개선용 광채 세럼 슬롯 / 근거: CNP 프로폴리스 앰플은 국내 앰플 카테고리 장기 스테디셀러 / 포지션: 밸런스 / 대상: 야근·피로 인상 남성 / 연결: SR26-SK-BR-M1 장벽/보습 루틴,보통
썸바이미 AHA BHA PHA 30일 미라클 토너,,,,SR26-SK-SA-P102,검수 필요,https://somebymi.com,2026년 5월 30일 오후 2:22,,Some By Mi,3,,일반 제품컷 있음,https://somebymi.com/web/product/big/202104/b8e9a1dd516c165eb1de6d10c81ed0c8.jpg,슬로우에이징,,,피부관리,,훅: 각질·피지 루틴을 한 병으로 시작 / 문제: 모공과 트러블이 반복되는데 스크럽은 자극적 / 각도: 산 성분 토너 입문 슬롯 / 근거: 썸바이미 미라클 라인은 트러블 토너 키워드로 글로벌 K-뷰티 인지도가 큼 / 포지션: 입문자 / 대상: 피지·각질 남성 / 연결: SR26-SK-BR-M1 장벽/보습 루틴,높음
